month,year,city,max_temperature,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Melbourne,27.3,16.5,,,,,,,,,,,,,,,,,,,
January,2015,Melbourne,25.9,15.9,,,,,,,,,,,,,,,,,,,
January,2016,Melbourne,26,16.7,,,,,,,,,,,,,,,,,,,
January,2017,Melbourne,26.5,16.4,,,,,,,,,,,,,,,,,,,
January,2018,Melbourne,27.2,17.3,,,,,,,,,,,,,,,,,,,
January,2019,Melbourne,28.4,17.5,,,,,,,,,,,,,,,,,,,
January,2020,Melbourne,26.9,15.1,,,,,,,,,,,,,,,,,,,
January,2021,Melbourne,25.2,15.4,,,,,,,,,,,,,,,,,,,
January,2022,Melbourne,29.1,18.3,,,,,,,,,,,,,,,,,,,
February,2014,Melbourne,27.1,16.3,,,,,,,,,,,,,,,,,,,
February,2015,Melbourne,26.4,16.7,,,,,,,,,,,,,,,,,,,
February,2016,Melbourne,25.1,16.5,,,,,,,,,,,,,,,,,,,
February,2017,Melbourne,25.9,14.8,,,,,,,,,,,,,,,,,,,
February,2018,Melbourne,27,16.6,,,,,,,,,,,,,,,,,,,
February,2019,Melbourne,26,15.8,,,,,,,,,,,,,,,,,,,
February,2020,Melbourne,24.4,15.9,,,,,,,,,,,,,,,,,,,
February,2021,Melbourne,24.5,14.9,,,,,,,,,,,,,,,,,,,
February,2022,Melbourne,25.1,15.9,,,,,,,,,,,,,,,,,,,
March,2014,Melbourne,24.4,14.8,,,,,,,,,,,,,,,,,,,
March,2015,Melbourne,22.7,13.1,,,,,,,,,,,,,,,,,,,
March,2016,Melbourne,24.9,15.8,,,,,,,,,,,,,,,,,,,
March,2017,Melbourne,26.9,16.4,,,,,,,,,,,,,,,,,,,
March,2018,Melbourne,24.9,14.6,,,,,,,,,,,,,,,,,,,
March,2019,Melbourne,24.8,15.2,,,,,,,,,,,,,,,,,,,
March,2020,Melbourne,22.9,13.9,,,,,,,,,,,,,,,,,,,
March,2021,Melbourne,22,13.6,,,,,,,,,,,,,,,,,,,
March,2022,Melbourne,24.3,15.7,,,,,,,,,,,,,,,,,,,
April,2014,Melbourne,20.6,12.9,,,,,,,,,,,,,,,,,,,
April,2015,Melbourne,19.2,10.6,,,,,,,,,,,,,,,,,,,
April,2016,Melbourne,22.4,13,,,,,,,,,,,,,,,,,,,
April,2017,Melbourne,20.8,12.3,,,,,,,,,,,,,,,,,,,
April,2018,Melbourne,21.8,12.3,,,,,,,,,,,,,,,,,,,
April,2019,Melbourne,22,12,,,,,,,,,,,,,,,,,,,
April,2020,Melbourne,19.3,11.6,,,,,,,,,,,,,,,,,,,
April,2021,Melbourne,20.2,11.9,,,,,,,,,,,,,,,,,,,
April,2022,Melbourne,21.1,12.9,,,,,,,,,,,,,,,,,,,
May,2014,Melbourne,19,11,,,,,,,,,,,,,,,,,,,
May,2015,Melbourne,17.1,9.8,,,,,,,,,,,,,,,,,,,
May,2016,Melbourne,18.6,11.4,,,,,,,,,,,,,,,,,,,
May,2017,Melbourne,17.2,9.2,,,,,,,,,,,,,,,,,,,
May,2018,Melbourne,17.6,10.5,,,,,,,,,,,,,,,,,,,
May,2019,Melbourne,17.8,10.6,,,,,,,,,,,,,,,,,,,
May,2020,Melbourne,16.4,8.7,,,,,,,,,,,,,,,,,,,
May,2021,Melbourne,17.8,8.9,,,,,,,,,,,,,,,,,,,
May,2022,Melbourne,16.8,9.4,,,,,,,,,,,,,,,,,,,
June,2014,Melbourne,15.4,9.6,,,,,,,,,,,,,,,,,,,
June,2015,Melbourne,14.4,7.7,,,,,,,,,,,,,,,,,,,
June,2016,Melbourne,14.2,8,,,,,,,,,,,,,,,,,,,
June,2017,Melbourne,14.9,6.8,,,,,,,,,,,,,,,,,,,
June,2018,Melbourne,14.3,6.8,,,,,,,,,,,,,,,,,,,
June,2019,Melbourne,15.5,8.3,,,,,,,,,,,,,,,,,,,
June,2020,Melbourne,14.9,7.2,,,,,,,,,,,,,,,,,,,
June,2021,Melbourne,15.3,7.7,,,,,,,,,,,,,,,,,,,
June,2022,Melbourne,14.1,8.2,,,,,,,,,,,,,,,,,,,
July,2014,Melbourne,14.5,8.4,,,,,,,,,,,,,,,,,,,
July,2015,Melbourne,13.3,6.8,,,,,,,,,,,,,,,,,,,
July,2016,Melbourne,14.6,8.2,,,,,,,,,,,,,,,,,,,
July,2017,Melbourne,14.5,6.6,,,,,,,,,,,,,,,,,,,
July,2018,Melbourne,14.8,7.8,,,,,,,,,,,,,,,,,,,
July,2019,Melbourne,15,8.2,,,,,,,,,,,,,,,,,,,
July,2020,Melbourne,14,7.1,,,,,,,,,,,,,,,,,,,
July,2021,Melbourne,14.3,7.6,,,,,,,,,,,,,,,,,,,
July,2022,Melbourne,14,6.2,,,,,,,,,,,,,,,,,,,
August,2014,Melbourne,15.4,7.6,,,,,,,,,,,,,,,,,,,
August,2015,Melbourne,13.8,7.9,,,,,,,,,,,,,,,,,,,
August,2016,Melbourne,15.9,8.4,,,,,,,,,,,,,,,,,,,
August,2017,Melbourne,14.8,7.4,,,,,,,,,,,,,,,,,,,
August,2018,Melbourne,15.1,7.2,,,,,,,,,,,,,,,,,,,
August,2019,Melbourne,14.5,7.4,,,,,,,,,,,,,,,,,,,
August,2020,Melbourne,15.1,7.6,,,,,,,,,,,,,,,,,,,
August,2021,Melbourne,16.4,8.5,,,,,,,,,,,,,,,,,,,
August,2022,Melbourne,15.6,8.3,,,,,,,,,,,,,,,,,,,
September,2014,Melbourne,18.5,9.8,,,,,,,,,,,,,,,,,,,
September,2015,Melbourne,17.3,9.1,,,,,,,,,,,,,,,,,,,
September,2016,Melbourne,16.7,10.1,,,,,,,,,,,,,,,,,,,
September,2017,Melbourne,17.8,9,,,,,,,,,,,,,,,,,,,
September,2018,Melbourne,17.2,8.1,,,,,,,,,,,,,,,,,,,
September,2019,Melbourne,17.8,9.1,,,,,,,,,,,,,,,,,,,
September,2020,Melbourne,18.1,9.8,,,,,,,,,,,,,,,,,,,
September,2021,Melbourne,18.2,9.6,,,,,,,,,,,,,,,,,,,
September,2022,Melbourne,16.6,9.1,,,,,,,,,,,,,,,,,,,
October,2014,Melbourne,21.7,11,,,,,,,,,,,,,,,,,,,
October,2015,Melbourne,24.3,12.3,,,,,,,,,,,,,,,,,,,
October,2016,Melbourne,19.3,10,,,,,,,,,,,,,,,,,,,
October,2017,Melbourne,20.7,11.1,,,,,,,,,,,,,,,,,,,
October,2018,Melbourne,21.4,11.2,,,,,,,,,,,,,,,,,,,
October,2019,Melbourne,21.3,10.7,,,,,,,,,,,,,,,,,,,
October,2020,Melbourne,19.1,10.9,,,,,,,,,,,,,,,,,,,
October,2021,Melbourne,19.4,10.2,,,,,,,,,,,,,,,,,,,
October,2022,Melbourne,19.2,10.7,,,,,,,,,,,,,,,,,,,
November,2014,Melbourne,22.7,12.7,,,,,,,,,,,,,,,,,,,
November,2015,Melbourne,22.7,13,,,,,,,,,,,,,,,,,,,
November,2016,Melbourne,20.8,11.7,,,,,,,,,,,,,,,,,,,
November,2017,Melbourne,25.9,14.9,,,,,,,,,,,,,,,,,,,
November,2018,Melbourne,22,12.5,,,,,,,,,,,,,,,,,,,
November,2019,Melbourne,21.8,11.2,,,,,,,,,,,,,,,,,,,
November,2020,Melbourne,24.5,14,,,,,,,,,,,,,,,,,,,
November,2021,Melbourne,20.6,11.8,,,,,,,,,,,,,,,,,,,
November,2022,Melbourne,20.2,11.7,,,,,,,,,,,,,,,,,,,
December,2014,Melbourne,23.9,14.8,,,,,,,,,,,,,,,,,,,
December,2015,Melbourne,27.5,15.1,,,,,,,,,,,,,,,,,,,
December,2016,Melbourne,25.5,14.6,,,,,,,,,,,,,,,,,,,
December,2017,Melbourne,25,15.2,,,,,,,,,,,,,,,,,,,
December,2018,Melbourne,25.7,16,,,,,,,,,,,,,,,,,,,
December,2019,Melbourne,24.6,14,,,,,,,,,,,,,,,,,,,
December,2020,Melbourne,22.9,13.1,,,,,,,,,,,,,,,,,,,
December,2021,Melbourne,24.3,13.9,,,,,,,,,,,,,,,,,,,
December,2022,Melbourne,23.9,13.3,,,,,,,,,,,,,,,,,,,
January,2014,Sydney,27.9,19.8,,,,,,,,,,,,,,,,,,,
January,2015,Sydney,28.3,20.5,,,,,,,,,,,,,,,,,,,
January,2016,Sydney,27.9,19.6,,,,,,,,,,,,,,,,,,,
January,2017,Sydney,30.1,21.2,,,,,,,,,,,,,,,,,,,
January,2018,Sydney,29.2,20.1,,,,,,,,,,,,,,,,,,,
January,2019,Sydney,30.6,21.4,,,,,,,,,,,,,,,,,,,
January,2020,Sydney,29,20.4,,,,,,,,,,,,,,,,,,,
January,2021,Sydney,27.6,19.3,,,,,,,,,,,,,,,,,,,
January,2022,Sydney,27.5,20.6,,,,,,,,,,,,,,,,,,,
February,2014,Sydney,26.8,20,,,,,,,,,,,,,,,,,,,
February,2015,Sydney,27.4,20.6,,,,,,,,,,,,,,,,,,,
February,2016,Sydney,28.4,20.8,,,,,,,,,,,,,,,,,,,
February,2017,Sydney,29,20.5,,,,,,,,,,,,,,,,,,,
February,2018,Sydney,27.8,19.7,,,,,,,,,,,,,,,,,,,
February,2019,Sydney,28,19.4,,,,,,,,,,,,,,,,,,,
February,2020,Sydney,27.5,20,,,,,,,,,,,,,,,,,,,
February,2021,Sydney,25.9,19.4,,,,,,,,,,,,,,,,,,,
February,2022,Sydney,26.8,19.3,,,,,,,,,,,,,,,,,,,
March,2014,Sydney,26.8,19.1,,,,,,,,,,,,,,,,,,,
March,2015,Sydney,26.8,18.4,,,,,,,,,,,,,,,,,,,
March,2016,Sydney,27,19.7,,,,,,,,,,,,,,,,,,,
March,2017,Sydney,25.9,19.8,,,,,,,,,,,,,,,,,,,
March,2018,Sydney,27.3,19.2,,,,,,,,,,,,,,,,,,,
March,2019,Sydney,27.4,19.1,,,,,,,,,,,,,,,,,,,
March,2020,Sydney,25.5,17.7,,,,,,,,,,,,,,,,,,,
March,2021,Sydney,24.9,17.9,,,,,,,,,,,,,,,,,,,
March,2022,Sydney,24.4,18.4,,,,,,,,,,,,,,,,,,,
April,2014,Sydney,23.6,16,,,,,,,,,,,,,,,,,,,
April,2015,Sydney,22.6,15.3,,,,,,,,,,,,,,,,,,,
April,2016,Sydney,24.8,16.8,,,,,,,,,,,,,,,,,,,
April,2017,Sydney,23.5,14.7,,,,,,,,,,,,,,,,,,,
April,2018,Sydney,26.2,18,,,,,,,,,,,,,,,,,,,
April,2019,Sydney,24.8,15.8,,,,,,,,,,,,,,,,,,,
April,2020,Sydney,24.8,15.4,,,,,,,,,,,,,,,,,,,
April,2021,Sydney,23.8,14.2,,,,,,,,,,,,,,,,,,,
April,2022,Sydney,23.5,15.7,,,,,,,,,,,,,,,,,,,
May,2014,Sydney,22.6,13,,,,,,,,,,,,,,,,,,,
May,2015,Sydney,20.7,12.6,,,,,,,,,,,,,,,,,,,
May,2016,Sydney,23.4,12.8,,,,,,,,,,,,,,,,,,,
May,2017,Sydney,21.1,12.4,,,,,,,,,,,,,,,,,,,
May,2018,Sydney,21.8,11.8,,,,,,,,,,,,,,,,,,,
May,2019,Sydney,22.6,12.6,,,,,,,,,,,,,,,,,,,
May,2020,Sydney,20,11.5,,,,,,,,,,,,,,,,,,,
May,2021,Sydney,20.6,12.3,,,,,,,,,,,,,,,,,,,
May,2022,Sydney,21,12.7,,,,,,,,,,,,,,,,,,,
June,2014,Sydney,19.4,10.9,,,,,,,,,,,,,,,,,,,
June,2015,Sydney,18.4,10.1,,,,,,,,,,,,,,,,,,,
June,2016,Sydney,19.2,10.9,,,,,,,,,,,,,,,,,,,
June,2017,Sydney,18.1,10.1,,,,,,,,,,,,,,,,,,,
June,2018,Sydney,17.8,9.6,,,,,,,,,,,,,,,,,,,
June,2019,Sydney,18.2,9.9,,,,,,,,,,,,,,,,,,,
June,2020,Sydney,18.5,9.8,,,,,,,,,,,,,,,,,,,
June,2021,Sydney,18.1,9.5,,,,,,,,,,,,,,,,,,,
June,2022,Sydney,17.8,8.6,,,,,,,,,,,,,,,,,,,
July,2014,Sydney,18.8,8.8,,,,,,,,,,,,,,,,,,,
July,2015,Sydney,17.2,7.9,,,,,,,,,,,,,,,,,,,
July,2016,Sydney,19,9.8,,,,,,,,,,,,,,,,,,,
July,2017,Sydney,19.4,8.1,,,,,,,,,,,,,,,,,,,
July,2018,Sydney,20.4,8.3,,,,,,,,,,,,,,,,,,,
July,2019,Sydney,19.9,9.4,,,,,,,,,,,,,,,,,,,
July,2020,Sydney,17.7,9.8,,,,,,,,,,,,,,,,,,,
July,2021,Sydney,18.1,8.9,,,,,,,,,,,,,,,,,,,
July,2022,Sydney,17.1,9.6,,,,,,,,,,,,,,,,,,,
August,2014,Sydney,17.3,9.7,,,,,,,,,,,,,,,,,,,
August,2015,Sydney,19.5,9.4,,,,,,,,,,,,,,,,,,,
August,2016,Sydney,19.2,9.8,,,,,,,,,,,,,,,,,,,
August,2017,Sydney,19.4,9.2,,,,,,,,,,,,,,,,,,,
August,2018,Sydney,19.3,8.9,,,,,,,,,,,,,,,,,,,
August,2019,Sydney,19.3,9.2,,,,,,,,,,,,,,,,,,,
August,2020,Sydney,19.4,9.4,,,,,,,,,,,,,,,,,,,
August,2021,Sydney,20.4,9.7,,,,,,,,,,,,,,,,,,,
August,2022,Sydney,19.6,10.3,,,,,,,,,,,,,,,,,,,
September,2014,Sydney,21.5,12.3,,,,,,,,,,,,,,,,,,,
September,2015,Sydney,20.3,11.9,,,,,,,,,,,,,,,,,,,
September,2016,Sydney,21.5,13,,,,,,,,,,,,,,,,,,,
September,2017,Sydney,24.1,12,,,,,,,,,,,,,,,,,,,
September,2018,Sydney,21.1,11,,,,,,,,,,,,,,,,,,,
September,2019,Sydney,22.2,12.1,,,,,,,,,,,,,,,,,,,
September,2020,Sydney,23,12.9,,,,,,,,,,,,,,,,,,,
September,2021,Sydney,22.3,11.6,,,,,,,,,,,,,,,,,,,
September,2022,Sydney,20.1,12.2,,,,,,,,,,,,,,,,,,,
October,2014,Sydney,25,15,,,,,,,,,,,,,,,,,,,
October,2015,Sydney,26,16.8,,,,,,,,,,,,,,,,,,,
October,2016,Sydney,24,14,,,,,,,,,,,,,,,,,,,
October,2017,Sydney,24.7,15.6,,,,,,,,,,,,,,,,,,,
October,2018,Sydney,22.3,14.9,,,,,,,,,,,,,,,,,,,
October,2019,Sydney,25.2,14.7,,,,,,,,,,,,,,,,,,,
October,2020,Sydney,24.3,15.3,,,,,,,,,,,,,,,,,,,
October,2021,Sydney,23.9,14.1,,,,,,,,,,,,,,,,,,,
October,2022,Sydney,22.7,14.9,,,,,,,,,,,,,,,,,,,
November,2014,Sydney,26.3,17.9,,,,,,,,,,,,,,,,,,,
November,2015,Sydney,26.8,17.6,,,,,,,,,,,,,,,,,,,
November,2016,Sydney,26.4,17.1,,,,,,,,,,,,,,,,,,,
November,2017,Sydney,24.7,16.7,,,,,,,,,,,,,,,,,,,
November,2018,Sydney,25.3,16.8,,,,,,,,,,,,,,,,,,,
November,2019,Sydney,27.2,16.6,,,,,,,,,,,,,,,,,,,
November,2020,Sydney,26.7,17,,,,,,,,,,,,,,,,,,,
November,2021,Sydney,22.6,15.8,,,,,,,,,,,,,,,,,,,
November,2022,Sydney,23.9,15.1,,,,,,,,,,,,,,,,,,,
December,2014,Sydney,27.3,19.2,,,,,,,,,,,,,,,,,,,
December,2015,Sydney,27,18.4,,,,,,,,,,,,,,,,,,,
December,2016,Sydney,28.8,19.8,,,,,,,,,,,,,,,,,,,
December,2017,Sydney,29.3,19.6,,,,,,,,,,,,,,,,,,,
December,2018,Sydney,28.4,19.2,,,,,,,,,,,,,,,,,,,
December,2019,Sydney,28.5,18.7,,,,,,,,,,,,,,,,,,,
December,2020,Sydney,26.2,18.4,,,,,,,,,,,,,,,,,,,
December,2021,Sydney,25.6,18,,,,,,,,,,,,,,,,,,,
December,2022,Sydney,24.9,16.5,,,,,,,,,,,,,,,,,,,
January,2014,Brisbane,30.7,21.5,,,,,,,,,,,,,,,,,,,
January,2015,Brisbane,30.5,22.5,,,,,,,,,,,,,,,,,,,
January,2016,Brisbane,30.4,20.9,,,,,,,,,,,,,,,,,,,
January,2017,Brisbane,31.4,23,,,,,,,,,,,,,,,,,,,
January,2018,Brisbane,31.8,21.6,,,,,,,,,,,,,,,,,,,
January,2019,Brisbane,31.9,22.7,,,,,,,,,,,,,,,,,,,
January,2020,Brisbane,30.9,23.1,,,,,,,,,,,,,,,,,,,
January,2021,Brisbane,29.9,21.3,,,,,,,,,,,,,,,,,,,
January,2022,Brisbane,29.7,21.7,,,,,,,,,,,,,,,,,,,
February,2014,Brisbane,30.2,21.2,,,,,,,,,,,,,,,,,,,
February,2015,Brisbane,29.3,20.9,,,,,,,,,,,,,,,,,,,
February,2016,Brisbane,32,22,,,,,,,,,,,,,,,,,,,
February,2017,Brisbane,32.5,22.7,,,,,,,,,,,,,,,,,,,
February,2018,Brisbane,29.7,21.2,,,,,,,,,,,,,,,,,,,
February,2019,Brisbane,31.6,22,,,,,,,,,,,,,,,,,,,
February,2020,Brisbane,29.9,22.3,,,,,,,,,,,,,,,,,,,
February,2021,Brisbane,30,21.5,,,,,,,,,,,,,,,,,,,
February,2022,Brisbane,29.1,20.5,,,,,,,,,,,,,,,,,,,
March,2014,Brisbane,29.2,20.1,,,,,,,,,,,,,,,,,,,
March,2015,Brisbane,30.2,21.3,,,,,,,,,,,,,,,,,,,
March,2016,Brisbane,29.9,20.7,,,,,,,,,,,,,,,,,,,
March,2017,Brisbane,30.6,22,,,,,,,,,,,,,,,,,,,
March,2018,Brisbane,28.7,20.8,,,,,,,,,,,,,,,,,,,
March,2019,Brisbane,31.2,21.5,,,,,,,,,,,,,,,,,,,
March,2020,Brisbane,28.7,20.1,,,,,,,,,,,,,,,,,,,
March,2021,Brisbane,28.5,20.6,,,,,,,,,,,,,,,,,,,
March,2022,Brisbane,29.2,20.2,,,,,,,,,,,,,,,,,,,
April,2014,Brisbane,28.2,17.9,,,,,,,,,,,,,,,,,,,
April,2015,Brisbane,26.1,17,,,,,,,,,,,,,,,,,,,
April,2016,Brisbane,28.8,18.5,,,,,,,,,,,,,,,,,,,
April,2017,Brisbane,26.2,16.5,,,,,,,,,,,,,,,,,,,
April,2018,Brisbane,27.8,18,,,,,,,,,,,,,,,,,,,
April,2019,Brisbane,26.9,17.9,,,,,,,,,,,,,,,,,,,
April,2020,Brisbane,28.7,17.9,,,,,,,,,,,,,,,,,,,
April,2021,Brisbane,26.3,16.4,,,,,,,,,,,,,,,,,,,
April,2022,Brisbane,27,18,,,,,,,,,,,,,,,,,,,
May,2014,Brisbane,25.1,15.1,,,,,,,,,,,,,,,,,,,
May,2015,Brisbane,24.5,13.9,,,,,,,,,,,,,,,,,,,
May,2016,Brisbane,27,15,,,,,,,,,,,,,,,,,,,
May,2017,Brisbane,24.7,15.1,,,,,,,,,,,,,,,,,,,
May,2018,Brisbane,24.8,13.9,,,,,,,,,,,,,,,,,,,
May,2019,Brisbane,24.9,14.3,,,,,,,,,,,,,,,,,,,
May,2020,Brisbane,24,13.8,,,,,,,,,,,,,,,,,,,
May,2021,Brisbane,23.9,13.9,,,,,,,,,,,,,,,,,,,
May,2022,Brisbane,23.8,17,,,,,,,,,,,,,,,,,,,
June,2014,Brisbane,23.3,12.6,,,,,,,,,,,,,,,,,,,
June,2015,Brisbane,21.6,12.5,,,,,,,,,,,,,,,,,,,
June,2016,Brisbane,21.5,13.1,,,,,,,,,,,,,,,,,,,
June,2017,Brisbane,22.8,12.9,,,,,,,,,,,,,,,,,,,
June,2018,Brisbane,22.6,11.4,,,,,,,,,,,,,,,,,,,
June,2019,Brisbane,22.8,12.4,,,,,,,,,,,,,,,,,,,
June,2020,Brisbane,22.7,12.5,,,,,,,,,,,,,,,,,,,
June,2021,Brisbane,21.7,11.5,,,,,,,,,,,,,,,,,,,
June,2022,Brisbane,21.3,10.5,,,,,,,,,,,,,,,,,,,
July,2014,Brisbane,22.4,8.5,,,,,,,,,,,,,,,,,,,
July,2015,Brisbane,21.1,10.2,,,,,,,,,,,,,,,,,,,
July,2016,Brisbane,22.5,12.3,,,,,,,,,,,,,,,,,,,
July,2017,Brisbane,22.9,10.3,,,,,,,,,,,,,,,,,,,
July,2018,Brisbane,23.2,10.8,,,,,,,,,,,,,,,,,,,
July,2019,Brisbane,23.5,11.4,,,,,,,,,,,,,,,,,,,
July,2020,Brisbane,22.1,11.5,,,,,,,,,,,,,,,,,,,
July,2021,Brisbane,21.7,11.2,,,,,,,,,,,,,,,,,,,
July,2022,Brisbane,19.9,10.5,,,,,,,,,,,,,,,,,,,
August,2014,Brisbane,22.7,11.9,,,,,,,,,,,,,,,,,,,
August,2015,Brisbane,23.7,11.6,,,,,,,,,,,,,,,,,,,
August,2016,Brisbane,23,11.8,,,,,,,,,,,,,,,,,,,
August,2017,Brisbane,24.7,10.9,,,,,,,,,,,,,,,,,,,
August,2018,Brisbane,24.3,9.6,,,,,,,,,,,,,,,,,,,
